key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,3.67918,0,78,78,18,1,10000,0,110000,60
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.254,0,79,79,69,1,25000,0,150000,9
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,3.2868,0,80,80,58,1,5000,0,106000,152
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.62367,0,81,81,87,1,25000,0,75000,151
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,5.08342,0,82,82,17,1,10000,0,60000,60
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,5.4481,0,83,83,55,1,5000,0,14000,149
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.807385,0,84,84,83,1,25000,0,125000,89
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,2.809115,0,85,85,65,1,25000,0,35000,11
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.35201,0,86,86,49,1,5000,0,149000,59
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.0337,0,87,87,45,1,5000,0,15000,61
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.77304,0,88,88,56,1,5000,0,35000,150
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,6.85595,0,89,89,76,1,25000,0,55000,60
